Date,Country,Variable,Value
2007-04-01,SWE,Retail,80.6
2007-05-01,SWE,Retail,81.1
2007-06-01,SWE,Retail,82.0
2007-07-01,SWE,Retail,82.1
2007-08-01,SWE,Retail,81.9
2007-09-01,SWE,Retail,83.4
2007-10-01,SWE,Retail,82.4
2007-11-01,SWE,Retail,82.8
2007-12-01,SWE,Retail,83.2
2008-01-01,SWE,Retail,82.8
2008-02-01,SWE,Retail,84.1
2008-03-01,SWE,Retail,82.0
2008-04-01,SWE,Retail,84.2
2008-05-01,SWE,Retail,83.9
2008-06-01,SWE,Retail,83.0
2008-07-01,SWE,Retail,82.9
2008-08-01,SWE,Retail,83.7
2008-09-01,SWE,Retail,82.5
2008-10-01,SWE,Retail,81.9
2008-11-01,SWE,Retail,81.6
2008-12-01,SWE,Retail,81.7
2009-01-01,SWE,Retail,82.5
2009-02-01,SWE,Retail,82.6
2009-03-01,SWE,Retail,81.9
2009-04-01,SWE,Retail,85.0
2009-05-01,SWE,Retail,83.4
2009-06-01,SWE,Retail,84.2
2009-07-01,SWE,Retail,85.7
2009-08-01,SWE,Retail,84.0
2009-09-01,SWE,Retail,83.4
2009-10-01,SWE,Retail,84.9
2009-11-01,SWE,Retail,84.4
2009-12-01,SWE,Retail,85.2
2010-01-01,SWE,Retail,84.9
2010-02-01,SWE,Retail,84.9
2010-03-01,SWE,Retail,85.6
2010-04-01,SWE,Retail,83.9
2010-05-01,SWE,Retail,86.8
2010-06-01,SWE,Retail,87.1
2010-07-01,SWE,Retail,87.9
2010-08-01,SWE,Retail,87.7
2010-09-01,SWE,Retail,88.5
2010-10-01,SWE,Retail,88.5
2010-11-01,SWE,Retail,88.6
2010-12-01,SWE,Retail,87.6
2011-01-01,SWE,Retail,87.6
2011-02-01,SWE,Retail,87.3
2011-03-01,SWE,Retail,85.7
2011-04-01,SWE,Retail,88.6
2011-05-01,SWE,Retail,87.8
2011-06-01,SWE,Retail,87.3
2011-07-01,SWE,Retail,88.2
2011-08-01,SWE,Retail,87.9
2011-09-01,SWE,Retail,88.0
2011-10-01,SWE,Retail,88.3
2011-11-01,SWE,Retail,88.5
2011-12-01,SWE,Retail,89.1
2012-01-01,SWE,Retail,89.5
2012-02-01,SWE,Retail,89.4
2012-03-01,SWE,Retail,89.8
2012-04-01,SWE,Retail,88.6
2012-05-01,SWE,Retail,89.3
2012-06-01,SWE,Retail,89.9
2012-07-01,SWE,Retail,90.0
2012-08-01,SWE,Retail,90.0
2012-09-01,SWE,Retail,91.7
2012-10-01,SWE,Retail,88.9
2012-11-01,SWE,Retail,89.9
2012-12-01,SWE,Retail,91.2
2013-01-01,SWE,Retail,91.2
2013-02-01,SWE,Retail,91.9
2013-03-01,SWE,Retail,90.7
2013-04-01,SWE,Retail,89.8
2013-05-01,SWE,Retail,92.2
2013-06-01,SWE,Retail,92.5
2013-07-01,SWE,Retail,92.1
2013-08-01,SWE,Retail,92.7
2013-09-01,SWE,Retail,93.1
2013-10-01,SWE,Retail,92.5
2013-11-01,SWE,Retail,93.4
2013-12-01,SWE,Retail,93.7
2014-01-01,SWE,Retail,93.2
2014-02-01,SWE,Retail,93.7
2014-03-01,SWE,Retail,94.7
2014-04-01,SWE,Retail,95.4
2014-05-01,SWE,Retail,94.3
2014-06-01,SWE,Retail,94.9
2014-07-01,SWE,Retail,93.8
2014-08-01,SWE,Retail,97.2
2014-09-01,SWE,Retail,95.6
2014-10-01,SWE,Retail,96.2
2014-11-01,SWE,Retail,96.3
2014-12-01,SWE,Retail,96.9
2015-01-01,SWE,Retail,97.8
2015-02-01,SWE,Retail,97.8
2015-03-01,SWE,Retail,99.6
2015-04-01,SWE,Retail,99.4
2015-05-01,SWE,Retail,98.5
2015-06-01,SWE,Retail,99.7
2015-07-01,SWE,Retail,101.1
2015-08-01,SWE,Retail,100.1
2015-09-01,SWE,Retail,100.9
2015-10-01,SWE,Retail,101.2
2015-11-01,SWE,Retail,101.1
2015-12-01,SWE,Retail,101.5
2016-01-01,SWE,Retail,101.9
2016-02-01,SWE,Retail,102.1
2016-03-01,SWE,Retail,101.2
2016-04-01,SWE,Retail,101.8
2016-05-01,SWE,Retail,103.3
2016-06-01,SWE,Retail,103.1
2016-07-01,SWE,Retail,102.5
2016-08-01,SWE,Retail,103.1
2016-09-01,SWE,Retail,102.4
2016-10-01,SWE,Retail,103.6
2016-11-01,SWE,Retail,103.8
2016-12-01,SWE,Retail,103.3
2017-01-01,SWE,Retail,104.6
2017-02-01,SWE,Retail,104.7
2017-03-01,SWE,Retail,103.8
2017-04-01,SWE,Retail,103.6
2017-05-01,SWE,Retail,103.9
2017-06-01,SWE,Retail,105.1
2017-07-01,SWE,Retail,105.2
2017-08-01,SWE,Retail,104.8
2017-09-01,SWE,Retail,105.4
2017-10-01,SWE,Retail,105.9
2017-11-01,SWE,Retail,106.0
2017-12-01,SWE,Retail,106.8
2018-01-01,SWE,Retail,105.3
2018-02-01,SWE,Retail,104.5
2018-03-01,SWE,Retail,106.5
2018-04-01,SWE,Retail,107.7
2018-05-01,SWE,Retail,107.3
2018-06-01,SWE,Retail,105.6
2018-07-01,SWE,Retail,105.7
2018-08-01,SWE,Retail,107.1
2018-09-01,SWE,Retail,107.1
2018-10-01,SWE,Retail,106.6
2018-11-01,SWE,Retail,107.6
2018-12-01,SWE,Retail,107.5
2019-01-01,SWE,Retail,108.0
2019-02-01,SWE,Retail,107.3
2019-03-01,SWE,Retail,108.3
2019-04-01,SWE,Retail,111.8
2019-05-01,SWE,Retail,106.6
2019-06-01,SWE,Retail,108.7
2019-07-01,SWE,Retail,109.6
2019-08-01,SWE,Retail,109.8
2019-09-01,SWE,Retail,109.8
2019-10-01,SWE,Retail,109.9
2019-11-01,SWE,Retail,108.5
2019-12-01,SWE,Retail,112.1
2020-01-01,SWE,Retail,111.5
2020-02-01,SWE,Retail,111.9
2020-03-01,SWE,Retail,110.5
2020-04-01,SWE,Retail,108.6
2020-05-01,SWE,Retail,107.4
2020-06-01,SWE,Retail,111.1
2020-07-01,SWE,Retail,112.1
2020-08-01,SWE,Retail,111.6
2020-09-01,SWE,Retail,112.9
2020-10-01,SWE,Retail,113.5
2020-11-01,SWE,Retail,113.3
2020-12-01,SWE,Retail,112.8
2021-01-01,SWE,Retail,114.5
2021-02-01,SWE,Retail,116.2
2021-03-01,SWE,Retail,119.4
2021-04-01,SWE,Retail,116.8
2021-05-01,SWE,Retail,118.8
2021-06-01,SWE,Retail,120.0
2021-07-01,SWE,Retail,117.9
2021-08-01,SWE,Retail,118.5
2021-09-01,SWE,Retail,118.7
2021-10-01,SWE,Retail,119.2
2021-11-01,SWE,Retail,119.4
2021-12-01,SWE,Retail,118.3
2022-01-01,SWE,Retail,118.5
2022-02-01,SWE,Retail,119.4
2022-03-01,SWE,Retail,121.8
2022-04-01,SWE,Retail,118.9
2022-05-01,SWE,Retail,117.1
2022-06-01,SWE,Retail,115.2
2022-07-01,SWE,Retail,114.3
2022-08-01,SWE,Retail,113.4
2022-09-01,SWE,Retail,113.3
2022-10-01,SWE,Retail,111.8
2022-11-01,SWE,Retail,112.7
2022-12-01,SWE,Retail,111.4
2023-01-01,SWE,Retail,111.5
2023-02-01,SWE,Retail,109.8
2023-03-01,SWE,Retail,108.9
2023-04-01,SWE,Retail,110.4
2023-05-01,SWE,Retail,110.5
2023-06-01,SWE,Retail,110.2
2023-07-01,SWE,Retail,111.0
2023-08-01,SWE,Retail,111.0
2023-09-01,SWE,Retail,109.5
1955-01-01,SWE,ShortRate,2.75
1955-02-01,SWE,ShortRate,2.75
1955-03-01,SWE,ShortRate,2.75
1955-04-01,SWE,ShortRate,3.75
1955-05-01,SWE,ShortRate,3.75
1955-06-01,SWE,ShortRate,3.75
1955-07-01,SWE,ShortRate,3.75
1955-08-01,SWE,ShortRate,3.75
1955-09-01,SWE,ShortRate,3.75
1955-10-01,SWE,ShortRate,3.75
1955-11-01,SWE,ShortRate,3.75
1955-12-01,SWE,ShortRate,3.75
1956-01-01,SWE,ShortRate,3.75
1956-02-01,SWE,ShortRate,3.75
1956-03-01,SWE,ShortRate,3.75
1956-04-01,SWE,ShortRate,3.75
1956-05-01,SWE,ShortRate,3.75
1956-06-01,SWE,ShortRate,3.75
1956-07-01,SWE,ShortRate,3.75
1956-08-01,SWE,ShortRate,3.75
1956-09-01,SWE,ShortRate,3.75
1956-10-01,SWE,ShortRate,3.75
1956-11-01,SWE,ShortRate,4.0
1956-12-01,SWE,ShortRate,4.0
1957-01-01,SWE,ShortRate,4.0
1957-02-01,SWE,ShortRate,4.0
1957-03-01,SWE,ShortRate,4.0
1957-04-01,SWE,ShortRate,4.0
1957-05-01,SWE,ShortRate,4.0
1957-06-01,SWE,ShortRate,4.0
1957-07-01,SWE,ShortRate,5.0
1957-08-01,SWE,ShortRate,5.0
1957-09-01,SWE,ShortRate,5.0
1957-10-01,SWE,ShortRate,5.0
1957-11-01,SWE,ShortRate,5.0
1957-12-01,SWE,ShortRate,5.0
1958-01-01,SWE,ShortRate,5.0
1958-02-01,SWE,ShortRate,5.0
1958-03-01,SWE,ShortRate,5.0
1958-04-01,SWE,ShortRate,5.0
1958-05-01,SWE,ShortRate,4.5
1958-06-01,SWE,ShortRate,4.5
1958-07-01,SWE,ShortRate,4.5
1958-08-01,SWE,ShortRate,4.5
1958-09-01,SWE,ShortRate,4.5
1958-10-01,SWE,ShortRate,4.5
1958-11-01,SWE,ShortRate,4.5
1958-12-01,SWE,ShortRate,4.5
1959-01-01,SWE,ShortRate,4.5
1959-02-01,SWE,ShortRate,4.5
1959-03-01,SWE,ShortRate,4.5
1959-04-01,SWE,ShortRate,4.5
1959-05-01,SWE,ShortRate,4.5
1959-06-01,SWE,ShortRate,4.5
1959-07-01,SWE,ShortRate,4.5
1959-08-01,SWE,ShortRate,4.5
1959-09-01,SWE,ShortRate,4.5
1959-10-01,SWE,ShortRate,4.5
1959-11-01,SWE,ShortRate,4.5
1959-12-01,SWE,ShortRate,4.5
1960-01-01,SWE,ShortRate,5.0
1960-02-01,SWE,ShortRate,5.0
1960-03-01,SWE,ShortRate,5.0
1960-04-01,SWE,ShortRate,5.0
1960-05-01,SWE,ShortRate,5.0
1960-06-01,SWE,ShortRate,5.0
1960-07-01,SWE,ShortRate,5.0
1960-08-01,SWE,ShortRate,5.0
1960-09-01,SWE,ShortRate,5.0
1960-10-01,SWE,ShortRate,5.0
1960-11-01,SWE,ShortRate,5.0
1960-12-01,SWE,ShortRate,5.0
1961-01-01,SWE,ShortRate,5.0
1961-02-01,SWE,ShortRate,5.0
1961-03-01,SWE,ShortRate,5.0
1961-04-01,SWE,ShortRate,5.0
1961-05-01,SWE,ShortRate,5.0
1961-06-01,SWE,ShortRate,5.0
1961-07-01,SWE,ShortRate,5.0
1961-08-01,SWE,ShortRate,5.0
1961-09-01,SWE,ShortRate,5.0
1961-10-01,SWE,ShortRate,5.0
1961-11-01,SWE,ShortRate,5.0
1961-12-01,SWE,ShortRate,5.0
1962-01-01,SWE,ShortRate,5.0
1962-02-01,SWE,ShortRate,5.0
1962-03-01,SWE,ShortRate,5.0
1962-04-01,SWE,ShortRate,4.5
1962-05-01,SWE,ShortRate,4.5
1962-06-01,SWE,ShortRate,4.0
1962-07-01,SWE,ShortRate,4.0
1962-08-01,SWE,ShortRate,4.0
1962-09-01,SWE,ShortRate,4.0
1962-10-01,SWE,ShortRate,4.0
1962-11-01,SWE,ShortRate,4.0
1962-12-01,SWE,ShortRate,4.0
1963-01-01,SWE,ShortRate,3.5
1963-02-01,SWE,ShortRate,3.5
1963-03-01,SWE,ShortRate,3.5
1963-04-01,SWE,ShortRate,3.5
1963-05-01,SWE,ShortRate,3.5
1963-06-01,SWE,ShortRate,4.0
1963-07-01,SWE,ShortRate,4.0
1963-08-01,SWE,ShortRate,4.0
1963-09-01,SWE,ShortRate,4.0
1963-10-01,SWE,ShortRate,4.0
1963-11-01,SWE,ShortRate,4.0
1963-12-01,SWE,ShortRate,4.0
1964-01-01,SWE,ShortRate,4.5
1964-02-01,SWE,ShortRate,4.5
1964-03-01,SWE,ShortRate,4.5
1964-04-01,SWE,ShortRate,4.5
1964-05-01,SWE,ShortRate,4.5
1964-06-01,SWE,ShortRate,4.5
1964-07-01,SWE,ShortRate,4.5
1964-08-01,SWE,ShortRate,4.5
1964-09-01,SWE,ShortRate,4.5
1964-10-01,SWE,ShortRate,4.5
1964-11-01,SWE,ShortRate,5.0
1964-12-01,SWE,ShortRate,5.0
1965-01-01,SWE,ShortRate,5.0
1965-02-01,SWE,ShortRate,5.0
1965-03-01,SWE,ShortRate,5.0
1965-04-01,SWE,ShortRate,5.5
1965-05-01,SWE,ShortRate,5.5
1965-06-01,SWE,ShortRate,5.5
1965-07-01,SWE,ShortRate,5.5
1965-08-01,SWE,ShortRate,5.5
1965-09-01,SWE,ShortRate,5.5
1965-10-01,SWE,ShortRate,5.5
1965-11-01,SWE,ShortRate,5.5
1965-12-01,SWE,ShortRate,5.5
1966-01-01,SWE,ShortRate,5.5
1966-02-01,SWE,ShortRate,5.5
1966-03-01,SWE,ShortRate,5.5
1966-04-01,SWE,ShortRate,5.5
1966-05-01,SWE,ShortRate,5.5
1966-06-01,SWE,ShortRate,6.0
1966-07-01,SWE,ShortRate,6.0
1966-08-01,SWE,ShortRate,6.0
1966-09-01,SWE,ShortRate,6.0
1966-10-01,SWE,ShortRate,6.0
1966-11-01,SWE,ShortRate,6.0
1966-12-01,SWE,ShortRate,6.0
1967-01-01,SWE,ShortRate,6.0
1967-02-01,SWE,ShortRate,5.5
1967-03-01,SWE,ShortRate,5.0
1967-04-01,SWE,ShortRate,5.0
1967-05-01,SWE,ShortRate,5.0
1967-06-01,SWE,ShortRate,5.0
1967-07-01,SWE,ShortRate,5.0
1967-08-01,SWE,ShortRate,5.0
1967-09-01,SWE,ShortRate,5.0
1967-10-01,SWE,ShortRate,5.0
1967-11-01,SWE,ShortRate,5.0
1967-12-01,SWE,ShortRate,6.0
1968-01-01,SWE,ShortRate,6.0
1968-02-01,SWE,ShortRate,5.5
1968-03-01,SWE,ShortRate,5.5
1968-04-01,SWE,ShortRate,5.5
1968-05-01,SWE,ShortRate,5.5
1968-06-01,SWE,ShortRate,5.5
1968-07-01,SWE,ShortRate,5.5
1968-08-01,SWE,ShortRate,5.5
1968-09-01,SWE,ShortRate,5.5
1968-10-01,SWE,ShortRate,5.0
1968-11-01,SWE,ShortRate,5.0
1968-12-01,SWE,ShortRate,5.0
1969-01-01,SWE,ShortRate,5.0
1969-02-01,SWE,ShortRate,6.0
1969-03-01,SWE,ShortRate,6.0
1969-04-01,SWE,ShortRate,6.0
1969-05-01,SWE,ShortRate,6.0
1969-06-01,SWE,ShortRate,6.0
1969-07-01,SWE,ShortRate,7.0
1969-08-01,SWE,ShortRate,7.0
1969-09-01,SWE,ShortRate,7.0
1969-10-01,SWE,ShortRate,7.0
1969-11-01,SWE,ShortRate,7.0
1969-12-01,SWE,ShortRate,7.0
1970-01-01,SWE,ShortRate,7.0
1970-02-01,SWE,ShortRate,7.0
1970-03-01,SWE,ShortRate,7.0
1970-04-01,SWE,ShortRate,7.0
1970-05-01,SWE,ShortRate,7.0
1970-06-01,SWE,ShortRate,7.0
1970-07-01,SWE,ShortRate,7.0
1970-08-01,SWE,ShortRate,7.0
1970-09-01,SWE,ShortRate,7.0
1970-10-01,SWE,ShortRate,7.0
1970-11-01,SWE,ShortRate,7.0
1970-12-01,SWE,ShortRate,7.0
1971-01-01,SWE,ShortRate,7.0
1971-02-01,SWE,ShortRate,7.0
1971-03-01,SWE,ShortRate,6.5
1971-04-01,SWE,ShortRate,6.0
1971-05-01,SWE,ShortRate,6.0
1971-06-01,SWE,ShortRate,6.0
1971-07-01,SWE,ShortRate,6.0
1971-08-01,SWE,ShortRate,6.0
1971-09-01,SWE,ShortRate,5.5
1971-10-01,SWE,ShortRate,5.0
1971-11-01,SWE,ShortRate,5.0
1971-12-01,SWE,ShortRate,5.0
1972-01-01,SWE,ShortRate,5.0
1972-02-01,SWE,ShortRate,5.0
1972-03-01,SWE,ShortRate,5.0
1972-04-01,SWE,ShortRate,5.0
1972-05-01,SWE,ShortRate,5.0
1972-06-01,SWE,ShortRate,5.0
1972-07-01,SWE,ShortRate,5.0
1972-08-01,SWE,ShortRate,5.0
1972-09-01,SWE,ShortRate,5.0
1972-10-01,SWE,ShortRate,5.0
1972-11-01,SWE,ShortRate,5.0
1972-12-01,SWE,ShortRate,5.0
1973-01-01,SWE,ShortRate,5.0
1973-02-01,SWE,ShortRate,5.0
1973-03-01,SWE,ShortRate,5.0
1973-04-01,SWE,ShortRate,5.0
1973-05-01,SWE,ShortRate,5.0
1973-06-01,SWE,ShortRate,5.0
1973-07-01,SWE,ShortRate,5.0
1973-08-01,SWE,ShortRate,5.0
1973-09-01,SWE,ShortRate,5.0
1973-10-01,SWE,ShortRate,5.0
1973-11-01,SWE,ShortRate,5.0
1973-12-01,SWE,ShortRate,5.0
1974-01-01,SWE,ShortRate,5.0
1974-02-01,SWE,ShortRate,5.0
1974-03-01,SWE,ShortRate,5.0
1974-04-01,SWE,ShortRate,6.0
1974-05-01,SWE,ShortRate,6.0
1974-06-01,SWE,ShortRate,6.0
1974-07-01,SWE,ShortRate,6.0
1974-08-01,SWE,ShortRate,7.0
1974-09-01,SWE,ShortRate,7.0
1974-10-01,SWE,ShortRate,7.0
1974-11-01,SWE,ShortRate,7.0
1974-12-01,SWE,ShortRate,7.0
1975-01-01,SWE,ShortRate,7.0
1975-02-01,SWE,ShortRate,7.0
1975-03-01,SWE,ShortRate,7.0
1975-04-01,SWE,ShortRate,7.0
1975-05-01,SWE,ShortRate,7.0
1975-06-01,SWE,ShortRate,7.0
1975-07-01,SWE,ShortRate,7.0
1975-08-01,SWE,ShortRate,6.0
1975-09-01,SWE,ShortRate,6.0
1975-10-01,SWE,ShortRate,6.0
1975-11-01,SWE,ShortRate,6.0
1975-12-01,SWE,ShortRate,6.0
1976-01-01,SWE,ShortRate,5.5
1976-02-01,SWE,ShortRate,5.5
1976-03-01,SWE,ShortRate,5.5
1976-04-01,SWE,ShortRate,5.5
1976-05-01,SWE,ShortRate,5.5
1976-06-01,SWE,ShortRate,6.0
1976-07-01,SWE,ShortRate,6.0
1976-08-01,SWE,ShortRate,6.0
1976-09-01,SWE,ShortRate,6.0
1976-10-01,SWE,ShortRate,8.0
1976-11-01,SWE,ShortRate,8.0
1976-12-01,SWE,ShortRate,8.0
1977-01-01,SWE,ShortRate,8.0
1977-02-01,SWE,ShortRate,8.0
1977-03-01,SWE,ShortRate,8.0
1977-04-01,SWE,ShortRate,8.0
1977-05-01,SWE,ShortRate,8.0
1977-06-01,SWE,ShortRate,8.0
1977-07-01,SWE,ShortRate,8.0
1977-08-01,SWE,ShortRate,8.0
1977-09-01,SWE,ShortRate,8.0
1977-10-01,SWE,ShortRate,8.0
1977-11-01,SWE,ShortRate,8.0
1977-12-01,SWE,ShortRate,8.0
1978-01-01,SWE,ShortRate,8.0
1978-02-01,SWE,ShortRate,7.5
1978-03-01,SWE,ShortRate,7.5
1978-04-01,SWE,ShortRate,7.0
1978-05-01,SWE,ShortRate,7.0
1978-06-01,SWE,ShortRate,7.0
1978-07-01,SWE,ShortRate,6.5
1978-08-01,SWE,ShortRate,6.5
1978-09-01,SWE,ShortRate,6.5
1978-10-01,SWE,ShortRate,6.5
1978-11-01,SWE,ShortRate,6.5
1978-12-01,SWE,ShortRate,6.5
1979-01-01,SWE,ShortRate,7.5
1979-02-01,SWE,ShortRate,6.5
1979-03-01,SWE,ShortRate,6.5
1979-04-01,SWE,ShortRate,6.5
1979-05-01,SWE,ShortRate,6.5
1979-06-01,SWE,ShortRate,6.5
1979-07-01,SWE,ShortRate,7.0
1979-08-01,SWE,ShortRate,7.0
1979-09-01,SWE,ShortRate,8.0
1979-10-01,SWE,ShortRate,8.0
1979-11-01,SWE,ShortRate,9.0
1979-12-01,SWE,ShortRate,9.0
1980-01-01,SWE,ShortRate,10.0
1980-02-01,SWE,ShortRate,10.0
1980-03-01,SWE,ShortRate,10.0
1980-04-01,SWE,ShortRate,10.0
1980-05-01,SWE,ShortRate,10.0
1980-06-01,SWE,ShortRate,10.0
1980-07-01,SWE,ShortRate,10.0
1980-08-01,SWE,ShortRate,10.0
1980-09-01,SWE,ShortRate,10.0
1980-10-01,SWE,ShortRate,10.0
1980-11-01,SWE,ShortRate,10.0
1980-12-01,SWE,ShortRate,10.0
1981-01-01,SWE,ShortRate,12.0
1981-02-01,SWE,ShortRate,12.0
1981-03-01,SWE,ShortRate,12.0
1981-04-01,SWE,ShortRate,12.0
1981-05-01,SWE,ShortRate,12.0
1981-06-01,SWE,ShortRate,12.0
1981-07-01,SWE,ShortRate,12.0
1981-08-01,SWE,ShortRate,12.0
1981-09-01,SWE,ShortRate,12.0
1981-10-01,SWE,ShortRate,11.0
1981-11-01,SWE,ShortRate,11.0
1981-12-01,SWE,ShortRate,11.0
1982-01-01,SWE,ShortRate,11.0
1982-02-01,SWE,ShortRate,11.0
1982-03-01,SWE,ShortRate,10.0
1982-04-01,SWE,ShortRate,10.0
1982-05-01,SWE,ShortRate,10.0
1982-06-01,SWE,ShortRate,10.0
1982-07-01,SWE,ShortRate,10.0
1982-08-01,SWE,ShortRate,10.0
1982-09-01,SWE,ShortRate,10.0
1982-10-01,SWE,ShortRate,10.0
1982-11-01,SWE,ShortRate,10.0
1982-12-01,SWE,ShortRate,10.0
1983-01-01,SWE,ShortRate,9.0
1983-02-01,SWE,ShortRate,9.0
1983-03-01,SWE,ShortRate,9.0
1983-04-01,SWE,ShortRate,8.5
1983-05-01,SWE,ShortRate,8.5
1983-06-01,SWE,ShortRate,8.5
1983-07-01,SWE,ShortRate,8.5
1983-08-01,SWE,ShortRate,8.5
1983-09-01,SWE,ShortRate,8.5
1983-10-01,SWE,ShortRate,8.5
1983-11-01,SWE,ShortRate,8.5
1983-12-01,SWE,ShortRate,8.5
1984-01-01,SWE,ShortRate,8.5
1984-02-01,SWE,ShortRate,8.5
1984-03-01,SWE,ShortRate,8.5
1984-04-01,SWE,ShortRate,8.5
1984-05-01,SWE,ShortRate,8.5
1984-06-01,SWE,ShortRate,9.5
1984-07-01,SWE,ShortRate,9.5
1984-08-01,SWE,ShortRate,9.5
1984-09-01,SWE,ShortRate,9.5
1984-10-01,SWE,ShortRate,9.5
1984-11-01,SWE,ShortRate,9.5
1984-12-01,SWE,ShortRate,9.5
1985-01-01,SWE,ShortRate,9.5
1985-02-01,SWE,ShortRate,9.5
1985-03-01,SWE,ShortRate,9.5
1985-04-01,SWE,ShortRate,9.5
1985-05-01,SWE,ShortRate,11.5
1985-06-01,SWE,ShortRate,11.5
1985-07-01,SWE,ShortRate,10.5
1985-08-01,SWE,ShortRate,10.5
1985-09-01,SWE,ShortRate,10.5
1985-10-01,SWE,ShortRate,10.5
1985-11-01,SWE,ShortRate,10.5
1985-12-01,SWE,ShortRate,10.5
1986-01-01,SWE,ShortRate,9.5
1986-02-01,SWE,ShortRate,9.5
1986-03-01,SWE,ShortRate,8.5
1986-04-01,SWE,ShortRate,8.0
1986-05-01,SWE,ShortRate,8.0
1986-06-01,SWE,ShortRate,8.0
1986-07-01,SWE,ShortRate,8.0
1986-08-01,SWE,ShortRate,8.0
1986-09-01,SWE,ShortRate,7.5
1986-10-01,SWE,ShortRate,7.5
1986-11-01,SWE,ShortRate,7.5
1986-12-01,SWE,ShortRate,7.5
1987-01-01,SWE,ShortRate,7.5
1987-02-01,SWE,ShortRate,7.5
1987-03-01,SWE,ShortRate,7.5
1987-04-01,SWE,ShortRate,7.5
1987-05-01,SWE,ShortRate,7.5
1987-06-01,SWE,ShortRate,7.5
1987-07-01,SWE,ShortRate,7.5
1987-08-01,SWE,ShortRate,7.5
1987-09-01,SWE,ShortRate,7.5
1987-10-01,SWE,ShortRate,7.5
1987-11-01,SWE,ShortRate,7.5
1987-12-01,SWE,ShortRate,7.5
1988-01-01,SWE,ShortRate,7.5
1988-02-01,SWE,ShortRate,7.5
1988-03-01,SWE,ShortRate,7.5
1988-04-01,SWE,ShortRate,8.5
1988-05-01,SWE,ShortRate,8.5
1988-06-01,SWE,ShortRate,8.5
1988-07-01,SWE,ShortRate,8.5
1988-08-01,SWE,ShortRate,8.5
1988-09-01,SWE,ShortRate,8.5
1988-10-01,SWE,ShortRate,8.5
1988-11-01,SWE,ShortRate,8.5
1988-12-01,SWE,ShortRate,8.5
1989-01-01,SWE,ShortRate,8.5
1989-02-01,SWE,ShortRate,8.5
1989-03-01,SWE,ShortRate,8.5
1989-04-01,SWE,ShortRate,9.5
1989-05-01,SWE,ShortRate,9.5
1989-06-01,SWE,ShortRate,9.5
1989-07-01,SWE,ShortRate,9.5
1989-08-01,SWE,ShortRate,9.5
1989-09-01,SWE,ShortRate,9.5
1989-10-01,SWE,ShortRate,9.5
1989-11-01,SWE,ShortRate,9.5
1989-12-01,SWE,ShortRate,10.5
1990-01-01,SWE,ShortRate,10.5
1990-02-01,SWE,ShortRate,10.5
1990-03-01,SWE,ShortRate,12.0
1990-04-01,SWE,ShortRate,12.0
1990-05-01,SWE,ShortRate,11.0
1990-06-01,SWE,ShortRate,11.0
1990-07-01,SWE,ShortRate,11.0
1990-08-01,SWE,ShortRate,11.0
1990-09-01,SWE,ShortRate,11.0
1990-10-01,SWE,ShortRate,11.0
1990-11-01,SWE,ShortRate,11.5
1990-12-01,SWE,ShortRate,11.5
1991-01-01,SWE,ShortRate,11.5
1991-02-01,SWE,ShortRate,11.0
1991-03-01,SWE,ShortRate,10.0
1991-04-01,SWE,ShortRate,10.0
1991-05-01,SWE,ShortRate,9.0
1991-06-01,SWE,ShortRate,9.0
1991-07-01,SWE,ShortRate,9.0
1991-08-01,SWE,ShortRate,9.0
1991-09-01,SWE,ShortRate,9.0
1991-10-01,SWE,ShortRate,8.0
1991-11-01,SWE,ShortRate,8.0
1991-12-01,SWE,ShortRate,8.0
1992-01-01,SWE,ShortRate,8.5
1992-02-01,SWE,ShortRate,8.5
1992-03-01,SWE,ShortRate,8.5
1992-04-01,SWE,ShortRate,8.5
1992-05-01,SWE,ShortRate,8.5
1992-06-01,SWE,ShortRate,8.5
1992-07-01,SWE,ShortRate,8.5
1992-08-01,SWE,ShortRate,8.5
1992-09-01,SWE,ShortRate,8.5
1992-10-01,SWE,ShortRate,10.0
1992-11-01,SWE,ShortRate,10.0
1992-12-01,SWE,ShortRate,10.0
1993-01-01,SWE,ShortRate,10.0
1993-02-01,SWE,ShortRate,9.0
1993-03-01,SWE,ShortRate,9.0
1993-04-01,SWE,ShortRate,7.0
1993-05-01,SWE,ShortRate,7.0
1993-06-01,SWE,ShortRate,7.0
1993-07-01,SWE,ShortRate,6.0
1993-08-01,SWE,ShortRate,6.0
1993-09-01,SWE,ShortRate,6.0
1993-10-01,SWE,ShortRate,5.0
1993-11-01,SWE,ShortRate,5.0
1993-12-01,SWE,ShortRate,5.0
1994-01-01,SWE,ShortRate,4.5
1994-02-01,SWE,ShortRate,4.5
1994-03-01,SWE,ShortRate,4.5
1994-04-01,SWE,ShortRate,4.5
1994-05-01,SWE,ShortRate,4.5
1994-06-01,SWE,ShortRate,4.5
1994-07-01,SWE,ShortRate,5.5
1994-08-01,SWE,ShortRate,5.5
1994-09-01,SWE,ShortRate,5.5
1994-10-01,SWE,ShortRate,7.0
1994-11-01,SWE,ShortRate,7.0
1994-12-01,SWE,ShortRate,7.0
1995-01-01,SWE,ShortRate,7.0
1995-02-01,SWE,ShortRate,7.0
1995-03-01,SWE,ShortRate,7.0
1995-04-01,SWE,ShortRate,7.0
1995-05-01,SWE,ShortRate,7.0
1995-06-01,SWE,ShortRate,7.0
